"identifier","date","borough","block","lot","bldg_number_start","bldg_number_end","side_of_street","street_name","address","condition","coordinates","is_outtake"
nynyma_rec0040_3_07547_2502�,"1939-1941",Brooklyn,7547,,"112","112",true,Frank Court,"112 Frank Court",,,false
nynyma_rec0040_3_07547_2504�,"1939-1941",Brooklyn,7547,,"110","110",true,Frank Court,"110 Frank Court",,,false
nynyma_rec0040_3_07547_2506�,"1939-1941",Brooklyn,7547,,"108","108",true,Frank Court,"108 Frank Court",,,false
nynyma_rec0040_3_07547_2508�,"1939-1941",Brooklyn,7547,,"106","106",true,Frank Court,"106 Frank Court",,,false
nynyma_rec0040_3_07547_2510�,"1939-1941",Brooklyn,7547,,"101","101",false,Frank Court,"101 Frank Court",,,false
nynyma_rec0040_3_07547_2520�,"1939-1941",Brooklyn,7547,,"113","113",false,Frank Court,"113 Frank Court",,,false
nynyma_rec0040_3_07547_2554�,"1939-1941",Brooklyn,7547,,"105","105",false,Noel Avenue,"105 Noel Avenue",,,false
nynyma_rec0040_3_07547_2562�,"1939-1941",Brooklyn,7547,,"113","113",false,Noel Avenue,"113 Noel Avenue",,,false
nynyma_rec0040_3_07547_2564�,"1939-1941",Brooklyn,7547,,"115","115",false,Noel Avenue,"115 Noel Avenue",,,false
nynyma_rec0040_3_07547_2574�,"1939-1941",Brooklyn,7547,,"118","118",true,Gain Court,"118 Gain Court",,,false
nynyma_rec0040_3_07547_2576�,"1939-1941",Brooklyn,7547,,"112","112",true,Gain Court,"112 Gain Court",,,false
nynyma_rec0040_3_07547_2580�,"1939-1941",Brooklyn,7547,,"110","110",true,Gain Court,"110 Gain Court",,,false
nynyma_rec0040_3_07547_2582�,"1939-1941",Brooklyn,7547,,"108","108",true,Gain Court,"108 Gain Court",,,false
nynyma_rec0040_3_07547_2584�,"1939-1941",Brooklyn,7547,,"106","106",true,Gain Court,"106 Gain Court",,,false
nynyma_rec0040_3_07547_2586�,"1939-1941",Brooklyn,7547,,"104","104",true,Gain Court,"104 Gain Court",,,false
nynyma_rec0040_3_07547_2588�,"1939-1941",Brooklyn,7547,,"102","102",true,Gain Court,"102 Gain Court",,,false
nynyma_rec0040_3_07547_2590�,"1939-1941",Brooklyn,7547,,"101","101",false,Gain Court,"101 Gain Court",,,false
nynyma_rec0040_3_07547_2592�,"1939-1941",Brooklyn,7547,,"103","103",false,Gain Court,"103 Gain Court",,,false
nynyma_rec0040_3_07547_2594�,"1939-1941",Brooklyn,7547,,"105","105",false,Gain Court,"105 Gain Court",,,false
nynyma_rec0040_3_07547_2596�,"1939-1941",Brooklyn,7547,,"107","107",false,Gain Court,"107 Gain Court",,,false
nynyma_rec0040_3_07547_2600�,"1939-1941",Brooklyn,7547,,"109","109",false,Gain Court,"109 Gain Court",,,false
nynyma_rec0040_3_07547_2604�,"1939-1941",Brooklyn,7547,,"117","117",false,Gain Court,"117 Gain Court",,,false
nynyma_rec0040_3_07547_2610�,"1939-1941",Brooklyn,7547,,"120","120",true,Hymen Court,"120 Hymen Court",,,false
nynyma_rec0040_3_07547_2614�,"1939-1941",Brooklyn,7547,,"116","116",true,Hymen Court,"116 Hymen Court",,,false
nynyma_rec0040_3_07547_2616�,"1939-1941",Brooklyn,7547,,"114","114",true,Hymen Court,"114 Hymen Court",,,false
nynyma_rec0040_3_07547_2618�,"1939-1941",Brooklyn,7547,,"112","112",true,Hymen Court,"112 Hymen Court",,,false
nynyma_rec0040_3_07547_2622�,"1939-1941",Brooklyn,7547,,"108","108",true,Hymen Court,"108 Hymen Court",,,false
nynyma_rec0040_3_07547_2634�,"1939-1941",Brooklyn,7547,,"105","105",false,Hymen Court,"105 Hymen Court",,,false
nynyma_rec0040_3_07547_2636�,"1939-1941",Brooklyn,7547,,"107","107",false,Hymen Court,"107 Hymen Court",,,false
nynyma_rec0040_3_07547_2648�,"1939-1941",Brooklyn,7547,,"119","119",false,Hymen Court,"119 Hymen Court",,,false
nynyma_rec0040_3_07547_2546�,"1939-1941",Brooklyn,7547,,"106","106",true,Noel Avenue,"106 Noel Avenue",,,false
nynyma_rec0040_3_07547_2548�,"1939-1941",Brooklyn,7547,,"104","104",true,Noel Avenue,"104 Noel Avenue",,,false
nynyma_rec0040_3_07547_2550�,"1939-1941",Brooklyn,7547,,"101","101",false,Noel Avenue,"101 Noel Avenue",,,false
nynyma_rec0040_3_07547_2552�,"1939-1941",Brooklyn,7547,,"103","103",false,Noel Avenue,"103 Noel Avenue",,,false
nynyma_rec0040_3_07547_2556�,"1939-1941",Brooklyn,7547,,"107","107",false,Noel Avenue,"107 Noel Avenue",,,false
nynyma_rec0040_3_07547_2558�,"1939-1941",Brooklyn,7547,,"109","109",false,Noel Avenue,"109 Noel Avenue",,,false
nynyma_rec0040_3_07547_2566�,"1939-1941",Brooklyn,7547,,"117","117",false,Noel Avenue,"117 Noel Avenue",,,false
nynyma_rec0040_3_07547_2570�,"1939-1941",Brooklyn,7547,,"120","120",true,Gain Court,"120 Gain Court",,,false
nynyma_rec0040_3_07547_2626�,"1939-1941",Brooklyn,7547,,"104","104",true,Hymen Court,"104 Hymen Court",,,false
nynyma_rec0040_3_07547_2630�,"1939-1941",Brooklyn,7547,,"101","101",false,Hymen Court,"101 Hymen Court",,,false
nynyma_rec0040_3_07547_2638�,"1939-1941",Brooklyn,7547,,"109","109",false,Hymen Court,"109 Hymen Court",,,false
nynyma_rec0040_3_07547_2640�,"1939-1941",Brooklyn,7547,,"111","111",false,Hymen Court,"111 Hymen Court",,,false
nynyma_rec0040_3_07547_2642�,"1939-1941",Brooklyn,7547,,"113","113",false,Hymen Court,"113 Hymen Court",,,false
nynyma_rec0040_3_07547_2644�,"1939-1941",Brooklyn,7547,,"115","115",false,Hymen Court,"115 Hymen Court",,,false
nynyma_rec0040_3_07547_2646�,"1939-1941",Brooklyn,7547,,"117","117",false,Hymen Court,"117 Hymen Court",,,false
nynyma_rec0040_3_07547_2656�,"1939-1941",Brooklyn,7547,,"112","112",true,Ivan Court,"112 Ivan Court",,,false
nynyma_rec0040_3_07547_2658�,"1939-1941",Brooklyn,7547,,"110","110",true,Ivan Court,"110 Ivan Court",,,false
nynyma_rec0040_3_07547_2660�,"1939-1941",Brooklyn,7547,,,,,Ivan Court,Ivan Court,,,false
nynyma_rec0040_3_07547_2662�,"1939-1941",Brooklyn,7547,,"108","108",true,Ivan Court,"108 Ivan Court",,,false
nynyma_rec0040_3_07547_2664�,"1939-1941",Brooklyn,7547,,"106","106",true,Ivan Court,"106 Ivan Court",,,false
nynyma_rec0040_3_07547_2666�,"1939-1941",Brooklyn,7547,,"104","104",true,Ivan Court,"104 Ivan Court",,,false
nynyma_rec0040_3_07547_2670�,"1939-1941",Brooklyn,7547,,"101","101",false,Ivan Court,"101 Ivan Court",,,false
nynyma_rec0040_3_07547_2672�,"1939-1941",Brooklyn,7547,,"103","103",false,Ivan Court,"103 Ivan Court",,,false
nynyma_rec0040_3_07547_2674�,"1939-1941",Brooklyn,7547,,"105","105",false,Ivan Court,"105 Ivan Court",,,false
nynyma_rec0040_3_07547_2887�,"1939-1941",Brooklyn,7547,,"71","71",false,Barlett Place,"71 Barlett Place",,,false
nynyma_rec0040_3_07547_2892�,"1939-1941",Brooklyn,7547,,"81","81",false,Barlett Place,"81 Barlett Place",,,false
nynyma_rec0040_3_07547_2894�,"1939-1941",Brooklyn,7547,,"85","85",false,Barlett Place,"85 Barlett Place",,,false
nynyma_rec0040_3_07547_2895�,"1939-1941",Brooklyn,7547,,"87","87",false,Barlett Place,"87 Barlett Place",,,false
nynyma_rec0040_3_07547_2896�,"1939-1941",Brooklyn,7547,,"89","89",false,Barlett Place,"89 Barlett Place",,,false
nynyma_rec0040_3_07547_2897�,"1939-1941",Brooklyn,7547,,"91","91",false,Barlett Place,"91 Barlett Place",,,false
nynyma_rec0040_3_07547_2898�,"1939-1941",Brooklyn,7547,,"93","93",false,Barlett Place,"93 Barlett Place",,,false
nynyma_rec0040_3_07547_2928�,"1939-1941",Brooklyn,7547,,"108","108",true,Gotham Avenue,"108 Gotham Avenue",,,false
nynyma_rec0040_3_07547_2936�,"1939-1941",Brooklyn,7547,,"92","92",true,Gotham Avenue,"92 Gotham Avenue",,,false
nynyma_rec0040_3_07547_2937�,"1939-1941",Brooklyn,7547,,"90","90",true,Gotham Avenue,"90 Gotham Avenue",,,false
nynyma_rec0040_3_07547_2965�,"1939-1941",Brooklyn,7547,,"34","34",true,Gotham Avenue,"34 Gotham Avenue",,,false
nynyma_rec0040_3_07547_2966�,"1939-1941",Brooklyn,7547,,"32","32",true,Gotham Avenue,"32 Gotham Avenue",,,false
nynyma_rec0040_3_07547_2967�,"1939-1941",Brooklyn,7547,,"30","30",true,Gotham Avenue,"30 Gotham Avenue",,,false
nynyma_rec0040_3_07547_2968�,"1939-1941",Brooklyn,7547,,"28","28",true,Gotham Avenue,"28 Gotham Avenue",,,false
nynyma_rec0040_3_07547_2969�,"1939-1941",Brooklyn,7547,,"26","26",true,Gotham Avenue,"26 Gotham Avenue",,,false
nynyma_rec0040_3_07547_2970�,"1939-1941",Brooklyn,7547,,"24","24",true,Gotham Avenue,"24 Gotham Avenue",,,false
nynyma_rec0040_3_07547_2971�,"1939-1941",Brooklyn,7547,,"22","22",true,Gotham Avenue,"22 Gotham Avenue",,,false
nynyma_rec0040_3_07547_2994�,"1939-1941",Brooklyn,7547,,"13","13",false,Gotham Avenue,"13 Gotham Avenue",,,false
nynyma_rec0040_3_07547_2996�,"1939-1941",Brooklyn,7547,,"15","15",false,Gotham Avenue,"15 Gotham Avenue",,,false
nynyma_rec0040_3_07547_2998�,"1939-1941",Brooklyn,7547,,"17","17",false,Gotham Avenue,"17 Gotham Avenue",,,false
nynyma_rec0040_3_07547_3002�,"1939-1941",Brooklyn,7547,,"21","21",false,Gotham Avenue,"21 Gotham Avenue",,,false
nynyma_rec0040_3_07547_3006�,"1939-1941",Brooklyn,7547,,"25","25",false,Gotham Avenue,"25 Gotham Avenue",,,false
nynyma_rec0040_3_07547_0300�,"1939-1941",Brooklyn,7547,,,,,,,,,false
nynyma_rec0040_3_07547_3010�,"1939-1941",Brooklyn,7547,,"29","29",false,Gotham Avenue,"29 Gotham Avenue",,,false
nynyma_rec0040_3_07547_3012�,"1939-1941",Brooklyn,7547,,"31","31",false,Gotham Avenue,"31 Gotham Avenue",,,false
nynyma_rec0040_3_07547_3014�,"1939-1941",Brooklyn,7547,,"33","33",false,Gotham Avenue,"33 Gotham Avenue",,,false
nynyma_rec0040_3_07547_3018�,"1939-1941",Brooklyn,7547,,"37","37",false,Gotham Avenue,"37 Gotham Avenue",,,false
nynyma_rec0040_3_07547_0301�,"1939-1941",Brooklyn,7547,,,,,,,,,false
nynyma_rec0040_3_07547_3024�,"1939-1941",Brooklyn,7547,,"43","43",false,Gotham Avenue,"43 Gotham Avenue",,,false
nynyma_rec0040_3_07547_3026�,"1939-1941",Brooklyn,7547,,"44","44",true,Florence Avenue,"44 Florence Avenue",,,false
nynyma_rec0040_3_07547_0302�,"1939-1941",Brooklyn,7547,,,,,,,,,false
nynyma_rec0040_3_07547_3030�,"1939-1941",Brooklyn,7547,,"40","40",true,Florence Avenue,"40 Florence Avenue",,,false
nynyma_rec0040_3_07547_0303�,"1939-1941",Brooklyn,7547,,,,,,,,,false
nynyma_rec0040_3_07547_3042�,"1939-1941",Brooklyn,7547,,"28","28",true,Florence Avenue,"28 Florence Avenue",,,false
nynyma_rec0040_3_07547_3054�,"1939-1941",Brooklyn,7547,,"16","16",true,Florence Avenue,"16 Florence Avenue",,,false
nynyma_rec0040_3_07547_3058�,"1939-1941",Brooklyn,7547,,"12","12",true,Florence Avenue,"12 Florence Avenue",,,false
nynyma_rec0040_3_07547_0305�,"1939-1941",Brooklyn,7547,,,,,,,,,false
nynyma_rec0040_3_07547_2650�,"1939-1941",Brooklyn,7547,,"116","116",true,Ivan Court,"116 Ivan Court",,,false
nynyma_rec0040_3_07547_2654�,"1939-1941",Brooklyn,7547,,"114","114",true,Ivan Court,"114 Ivan Court",,,false
nynyma_rec0040_3_07547_2678�,"1939-1941",Brooklyn,7547,,"109","109",false,Ivan Court,"109 Ivan Court",,,false
nynyma_rec0040_3_07547_2682�,"1939-1941",Brooklyn,7547,,"113","113",false,Ivan Court,"113 Ivan Court",,,false
nynyma_rec0040_3_07547_2684�,"1939-1941",Brooklyn,7547,,"115","115",false,Ivan Court,"115 Ivan Court",,,false
nynyma_rec0040_3_07547_2686�,"1939-1941",Brooklyn,7547,,"117","117",false,Ivan Court,"117 Ivan Court",,,false
nynyma_rec0040_3_07547_2690�,"1939-1941",Brooklyn,7547,,"120","120",true,Just Court,"120 Just Court",,,false
nynyma_rec0040_3_07547_2694�,"1939-1941",Brooklyn,7547,,"116","116",true,Just Court,"116 Just Court",,,false
nynyma_rec0040_3_07547_2696�,"1939-1941",Brooklyn,7547,,"114","114",true,Just Court,"114 Just Court",,,false
nynyma_rec0040_3_07547_2698�,"1939-1941",Brooklyn,7547,,"112","112",true,Just Court,"112 Just Court",,,false
nynyma_rec0040_3_07547_2702�,"1939-1941",Brooklyn,7547,,"106","106",true,Just Court,"106 Just Court",,,false
nynyma_rec0040_3_07547_2706�,"1939-1941",Brooklyn,7547,,"104","104",true,Just Court,"104 Just Court",,,false
nynyma_rec0040_3_07547_2708�,"1939-1941",Brooklyn,7547,,"102","102",true,Just Court,"102 Just Court",,,false
nynyma_rec0040_3_07547_2710�,"1939-1941",Brooklyn,7547,,"17","17",false,Cyrus Avenue,"17 Cyrus Avenue",,,false
nynyma_rec0040_3_07547_2712�,"1939-1941",Brooklyn,7547,,"15","15",false,Cyrus Avenue,"15 Cyrus Avenue",,,false
nynyma_rec0040_3_07547_2714�,"1939-1941",Brooklyn,7547,,"13","13",false,Cyrus Avenue,"13 Cyrus Avenue",,,false
nynyma_rec0040_3_07547_2718�,"1939-1941",Brooklyn,7547,,"11","11",false,Cyrus Avenue,"11 Cyrus Avenue",,,false
nynyma_rec0040_3_07547_2720�,"1939-1941",Brooklyn,7547,,"7","7",false,Cyrus Avenue,"7 Cyrus Avenue",,,false
nynyma_rec0040_3_07547_2722�,"1939-1941",Brooklyn,7547,,"5","5",false,Cyrus Avenue,"5 Cyrus Avenue",,,false
nynyma_rec0040_3_07547_2734�,"1939-1941",Brooklyn,7547,,"6","6",true,Merit Court,"6 Merit Court",,,false
nynyma_rec0040_3_07547_2736�,"1939-1941",Brooklyn,7547,,"8","8",true,Merit Court,"8 Merit Court",,,false
nynyma_rec0040_3_07547_2738�,"1939-1941",Brooklyn,7547,,"10","10",true,Merit Court,"10 Merit Court",,,false
nynyma_rec0040_3_07547_2740�,"1939-1941",Brooklyn,7547,,"12","12",true,Merit Court,"12 Merit Court",,,false
nynyma_rec0040_3_07547_2742�,"1939-1941",Brooklyn,7547,,"14","14",true,Merit Court,"14 Merit Court",,,false
nynyma_rec0040_3_07547_2744�,"1939-1941",Brooklyn,7547,,"16","16",true,Merit Court,"16 Merit Court",,,false
nynyma_rec0040_3_07547_2746�,"1939-1941",Brooklyn,7547,,"18","18",true,Merit Court,"18 Merit Court",,,false
nynyma_rec0040_3_07547_2750�,"1939-1941",Brooklyn,7547,,"15","15",false,Merit Court,"15 Merit Court",,,false
nynyma_rec0040_3_07547_2754�,"1939-1941",Brooklyn,7547,,"11","11",false,Merit Court,"11 Merit Court",,,false
nynyma_rec0040_3_07547_2756�,"1939-1941",Brooklyn,7547,,"9","9",false,Merit Court,"9 Merit Court",,,false
nynyma_rec0040_3_07547_2770�,"1939-1941",Brooklyn,7547,,"6","6",true,Landis Court,"6 Landis Court",,,false
nynyma_rec0040_3_07547_2774�,"1939-1941",Brooklyn,7547,,"10","10",true,Landis Court,"10 Landis Court",,,false
nynyma_rec0040_3_07547_2776�,"1939-1941",Brooklyn,7547,,"12","12",true,Landis Court,"12 Landis Court",,,false
nynyma_rec0040_3_07547_2778�,"1939-1941",Brooklyn,7547,,"14","14",true,Landis Court,"14 Landis Court",,,false
nynyma_rec0040_3_07547_2780�,"1939-1941",Brooklyn,7547,,"16","16",true,Landis Court,"16 Landis Court",,,false
nynyma_rec0040_3_07547_2782�,"1939-1941",Brooklyn,7547,,"18","18",true,Landis Court,"18 Landis Court",,,false
nynyma_rec0040_3_07547_2784�,"1939-1941",Brooklyn,7547,2784.00,"15","15",false,Landis Court,"15 Landis Court",,,false
nynyma_rec0040_3_07547_2786�,"1939-1941",Brooklyn,7547,2786.00,"13","13",false,Landis Court,"13 Landis Court",,,false
nynyma_rec0040_3_07547_2790�,"1939-1941",Brooklyn,7547,2790.00,"9","9",false,Landis Court,"9 Landis Court",,,false
nynyma_rec0040_3_07547_2794�,"1939-1941",Brooklyn,7547,2794.00,"5","5",false,Landis Court,"5 Landis Court",,,false
nynyma_rec0040_3_07547_2806�,"1939-1941",Brooklyn,7547,2806.00,"10","10",true,Kay Court,"10 Kay Court",,,false
nynyma_rec0040_3_07547_2810�,"1939-1941",Brooklyn,7547,2810.00,"12","12",true,Kay Court,"12 Kay Court",,,false
nynyma_rec0040_3_07547_2812�,"1939-1941",Brooklyn,7547,2812.00,"14","14",true,Kay Court,"14 Kay Court",,,false
nynyma_rec0040_3_07547_2814�,"1939-1941",Brooklyn,7547,2814.00,"16","16",true,Kay Court,"16 Kay Court",,,false
nynyma_rec0040_3_07547_2816�,"1939-1941",Brooklyn,7547,2816.00,"15","15",false,Kay Court,"15 Kay Court",,,false
nynyma_rec0040_3_07547_2818�,"1939-1941",Brooklyn,7547,2818.00,"13","13",false,Kay Court,"13 Kay Court",,,false
nynyma_rec0040_3_07547_2822�,"1939-1941",Brooklyn,7547,,"9","9",false,Kay Court,"9 Kay Court",,,false
nynyma_rec0040_3_07547_2824�,"1939-1941",Brooklyn,7547,,"7","7",false,Kay Court,"7 Kay Court",,,false
nynyma_rec0040_3_07547_2826�,"1939-1941",Brooklyn,7547,,"5","5",false,Kay Court,"5 Kay Court",,,false
nynyma_rec0040_3_07547_2832�,"1939-1941",Brooklyn,7547,2832.00,"4","4",true,Bartlett Place,"4 Bartlett Place",,,false
nynyma_rec0040_3_07547_2836�,"1939-1941",Brooklyn,7547,2836.00,"6","6",true,Bartlett Place,"6 Bartlett Place",,,false
nynyma_rec0040_3_07547_2838�,"1939-1941",Brooklyn,7547,2838.00,"8","8",true,Bartlett Place,"8 Bartlett Place",,,false
nynyma_rec0040_3_07547_2842�,"1939-1941",Brooklyn,7547,2842.00,"12","12",true,Bartlett Place,"12 Bartlett Place",,,false
nynyma_rec0040_3_07547_2844�,"1939-1941",Brooklyn,7547,2844.00,"14","14",true,Bartlett Place,"14 Bartlett Place",,,false
nynyma_rec0040_3_07547_2846�,"1939-1941",Brooklyn,7547,2846.00,"16","16",true,Bartlett Place,"16 Bartlett Place",,,false
nynyma_rec0040_3_07547_2852�,"1939-1941",Brooklyn,7547,2852.00,"3","3",false,Bartlett Place,"3 Bartlett Place",,,false
nynyma_rec0040_3_07547_2855�,"1939-1941",Brooklyn,7547,2855.00,"7","7",false,Bartlett Place,"7 Bartlett Place",,,false
nynyma_rec0040_3_07547_2856�,"1939-1941",Brooklyn,7547,2856.00,"9","9",false,Bartlett Place,"9 Bartlett Place",,,false
nynyma_rec0040_3_07547_2857�,"1939-1941",Brooklyn,7547,2857.00,"11","11",false,Bartlett Place,"11 Bartlett Place",,,false
nynyma_rec0040_3_07547_2858�,"1939-1941",Brooklyn,7547,2858.00,"13","13",false,Bartlett Place,"13 Bartlett Place",,,false
nynyma_rec0040_3_07547_2859�,"1939-1941",Brooklyn,7547,2859.00,"15","15",false,Bartlett Place,"15 Bartlett Place",,,false
nynyma_rec0040_3_07547_2860�,"1939-1941",Brooklyn,7547,2860.00,"17","17",false,Bartlett Place,"17 Bartlett Place",,,false
nynyma_rec0040_3_07547_2861�,"1939-1941",Brooklyn,7547,,"19","19",false,Barlett Place,"19 Barlett Place",,,false
nynyma_rec0040_3_07547_2862�,"1939-1941",Brooklyn,7547,,"21","21",false,Barlett Place,"21 Barlett Place",,,false
nynyma_rec0040_3_07547_2863�,"1939-1941",Brooklyn,7547,2863.00,"23","23",false,Bartlett Place,"23 Bartlett Place",,,false
nynyma_rec0040_3_07547_2864�,"1939-1941",Brooklyn,7547,2864.00,"25","25",false,Bartlett Place,"25 Bartlett Place",,,false
nynyma_rec0040_3_07547_2865�,"1939-1941",Brooklyn,7547,2865.00,"27","27",false,Bartlett Place,"27 Bartlett Place",,,false
nynyma_rec0040_3_07547_2866�,"1939-1941",Brooklyn,7547,2866.00,"29","29",false,Bartlett Place,"29 Bartlett Place",,,false
nynyma_rec0040_3_07547_2868�,"1939-1941",Brooklyn,7547,2868.00,"33","33",false,Bartlett Place,"33 Bartlett Place",,,false
nynyma_rec0040_3_07547_2870�,"1939-1941",Brooklyn,7547,,"37","37",false,Barlett Place,"37 Barlett Place",,,false
nynyma_rec0040_3_07547_2871�,"1939-1941",Brooklyn,7547,,"39","39",false,Barlett Place,"39 Barlett Place",,,false
nynyma_rec0040_3_07547_2872�,"1939-1941",Brooklyn,7547,,"41","41",false,Barlett Place,"41 Barlett Place",,,false
nynyma_rec0040_3_07547_2876�,"1939-1941",Brooklyn,7547,,"49","49",false,Barlett Place,"49 Barlett Place",,,false
nynyma_rec0040_3_07547_2877�,"1939-1941",Brooklyn,7547,,"51","51",false,Barlett Place,"51 Barlett Place",,,false
nynyma_rec0040_3_07547_2878�,"1939-1941",Brooklyn,7547,,"53","53",false,Barlett Place,"53 Barlett Place",,,false
nynyma_rec0040_3_07547_2879�,"1939-1941",Brooklyn,7547,,"55","55",false,Barlett Place,"55 Barlett Place",,,false
nynyma_rec0040_3_07547_2880�,"1939-1941",Brooklyn,7547,,"57","57",false,Barlett Place,"57 Barlett Place",,,false
nynyma_rec0040_3_07547_2881�,"1939-1941",Brooklyn,7547,,"59","59",false,Barlett Place,"59 Barlett Place",,,false
nynyma_rec0040_3_07547_2882�,"1939-1941",Brooklyn,7547,,"61","61",false,Barlett Place,"61 Barlett Place",,,false
nynyma_rec0040_3_07547_2884�,"1939-1941",Brooklyn,7547,,"65","65",false,Barlett Place,"65 Barlett Place",,,false
nynyma_rec0040_3_07547_2886�,"1939-1941",Brooklyn,7547,,"69","69",false,Barlett Place,"69 Barlett Place",,,false
nynyma_rec0040_3_07547_2888�,"1939-1941",Brooklyn,7547,,"73","73",false,Barlett Place,"73 Barlett Place",,,false
nynyma_rec0040_3_07547_2889�,"1939-1941",Brooklyn,7547,,"75","75",false,Barlett Place,"75 Barlett Place",,,false
nynyma_rec0040_3_07547_2890�,"1939-1941",Brooklyn,7547,,"77","77",false,Barlett Place,"77 Barlett Place",,,false
nynyma_rec0040_3_07547_2935�,"1939-1941",Brooklyn,7547,,"94","94",true,Gotham Avenue,"94 Gotham Avenue",,,false
nynyma_rec0040_3_07547_2938�,"1939-1941",Brooklyn,7547,,"88","88",true,Gotham Avenue,"88 Gotham Avenue",,,false
nynyma_rec0040_3_07547_2940�,"1939-1941",Brooklyn,7547,,"84","84",true,Gotham Avenue,"84 Gotham Avenue",,,false
nynyma_rec0040_3_07547_2941�,"1939-1941",Brooklyn,7547,,"82","82",true,Gotham Avenue,"82 Gotham Avenue",,,false
nynyma_rec0040_3_07547_2944�,"1939-1941",Brooklyn,7547,,"76","76",true,Gotham Avenue,"76 Gotham Avenue",,,false
nynyma_rec0040_3_07547_2945�,"1939-1941",Brooklyn,7547,,"72","72",true,Gotham Avenue,"72 Gotham Avenue",,,false
nynyma_rec0040_3_07547_2947�,"1939-1941",Brooklyn,7547,,"70","70",true,Gotham Avenue,"70 Gotham Avenue",,,false
nynyma_rec0040_3_07547_2949�,"1939-1941",Brooklyn,7547,,"66","66",true,Gotham Avenue,"66 Gotham Avenue",,,false
nynyma_rec0040_3_07547_2950�,"1939-1941",Brooklyn,7547,,"64","64",true,Gotham Avenue,"64 Gotham Avenue",,,false
nynyma_rec0040_3_07547_2951�,"1939-1941",Brooklyn,7547,,"62","62",true,Gotham Avenue,"62 Gotham Avenue",,,false
nynyma_rec0040_3_07547_2952�,"1939-1941",Brooklyn,7547,,"60","60",true,Gotham Avenue,"60 Gotham Avenue",,,false
nynyma_rec0040_3_07547_2953�,"1939-1941",Brooklyn,7547,,"58","58",true,Gotham Avenue,"58 Gotham Avenue",,,false
nynyma_rec0040_3_07547_2954�,"1939-1941",Brooklyn,7547,,"56","56",true,Gotham Avenue,"56 Gotham Avenue",,,false
nynyma_rec0040_3_07547_2955�,"1939-1941",Brooklyn,7547,,"54","54",true,Gotham Avenue,"54 Gotham Avenue",,,false
nynyma_rec0040_3_07547_2956�,"1939-1941",Brooklyn,7547,,"52","52",true,Gotham Avenue,"52 Gotham Avenue",,,false
nynyma_rec0040_3_07547_2957�,"1939-1941",Brooklyn,7547,,"50","50",true,Gotham Avenue,"50 Gotham Avenue",,,false
nynyma_rec0040_3_07547_2958�,"1939-1941",Brooklyn,7547,,"48","48",true,Gotham Avenue,"48 Gotham Avenue",,,false
nynyma_rec0040_3_07547_2959�,"1939-1941",Brooklyn,7547,,"46","46",true,Gotham Avenue,"46 Gotham Avenue",,,false
nynyma_rec0040_3_07547_2962�,"1939-1941",Brooklyn,7547,,"40","40",true,Gotham Avenue,"40 Gotham Avenue",,,false
nynyma_rec0040_3_07547_2964�,"1939-1941",Brooklyn,7547,,"36","36",true,Gotham Avenue,"36 Gotham Avenue",,,false
nynyma_rec0040_3_07547_2972�,"1939-1941",Brooklyn,7547,,"20","20",true,Gotham Avenue,"20 Gotham Avenue",,,false
nynyma_rec0040_3_07547_2973�,"1939-1941",Brooklyn,7547,,"18","18",true,Gotham Avenue,"18 Gotham Avenue",,,false
nynyma_rec0040_3_07547_2975�,"1939-1941",Brooklyn,7547,,"14","14",true,Gotham Avenue,"14 Gotham Avenue",,,false
nynyma_rec0040_3_07547_2976�,"1939-1941",Brooklyn,7547,,"12","12",true,Gotham Avenue,"12 Gotham Avenue",,,false
nynyma_rec0040_3_07547_2977�,"1939-1941",Brooklyn,7547,,"10","10",true,Gotham Avenue,"10 Gotham Avenue",,,false
nynyma_rec0040_3_07547_2978�,"1939-1941",Brooklyn,7547,,"8","8",true,Gotham Avenue,"8 Gotham Avenue",,,false
nynyma_rec0040_3_07547_2979�,"1939-1941",Brooklyn,7547,,"6","6",true,Gotham Avenue,"6 Gotham Avenue",,,false
nynyma_rec0040_3_07547_2986�,"1939-1941",Brooklyn,7547,,"5","5",false,Gotham Avenue,"5 Gotham Avenue",,,false
nynyma_rec0040_3_07547_2988�,"1939-1941",Brooklyn,7547,,"7","7",false,Gotham Avenue,"7 Gotham Avenue",,,false
nynyma_rec0040_3_07547_2990�,"1939-1941",Brooklyn,7547,,"9","9",false,Gotham Avenue,"9 Gotham Avenue",,,false
nynyma_rec0040_3_07547_2992�,"1939-1941",Brooklyn,7547,,"11","11",false,Gotham Avenue,"11 Gotham Avenue",,,false
nynyma_rec0040_3_07547_3022�,"1939-1941",Brooklyn,7547,,"41","41",false,Gotham Avenue,"41 Gotham Avenue",,,false
nynyma_rec0040_3_07547_3034�,"1939-1941",Brooklyn,7547,,"36","36",true,Florence Avenue,"36 Florence Avenue",,,false
nynyma_rec0040_3_07547_3038�,"1939-1941",Brooklyn,7547,,"32","32",true,Florence Avenue,"32 Florence Avenue",,,false
nynyma_rec0040_3_07547_3044�,"1939-1941",Brooklyn,7547,,"26","26",true,Florence Avenue,"26 Florence Avenue",,,false
nynyma_rec0040_3_07547_3046�,"1939-1941",Brooklyn,7547,,"24","24",true,Florence Avenue,"24 Florence Avenue",,,false
nynyma_rec0040_3_07547_3048�,"1939-1941",Brooklyn,7547,,"22","22",true,Florence Avenue,"22 Florence Avenue",,,false
